Age,Gender,Budget,Interest_1,Interest_2,Rating,Spot,State
27,M,1700,Beach,Cuisine,3.3,Ashwem Beach,Goa
28,M,1800,Beach,Cuisine,3.3,Ashwem Beach,Goa
27,M,1800,Beach,Cuisine,3.3,Ashwem Beach,Goa
28,M,1600,Beach,Cuisine,3.3,Ashwem Beach,Goa
27,M,1600,Beach,Cuisine,3.3,Ashwem Beach,Goa
32,M,1800,Beach,Relaxation,3.3,Ashwem Beach,Goa
32,M,1900,Beach,Relaxation,3.3,Ashwem Beach,Goa
33,F,1900,Beach,Relaxation,3.3,Ashwem Beach,Goa
32,F,1800,Beach,Relaxation,3.3,Ashwem Beach,Goa
33,F,1400,Beach,Cuisine,3.3,Benaulim Beach,Goa
31,F,1500,Beach,Cuisine,3.3,Benaulim Beach,Goa
31,F,1800,Beach,Cuisine,3.3,Benaulim Beach,Goa
28,F,1500,Beach,Cuisine,3.3,Benaulim Beach,Goa
32,F,1600,Beach,Cuisine,3.3,Benaulim Beach,Goa
35,F,1800,Beach,Cuisine,3.3,Benaulim Beach,Goa
35,F,1800,Beach,Cuisine,3.3,Benaulim Beach,Goa
29,F,1500,Beach,Cuisine,3.3,Benaulim Beach,Goa
30,F,1400,Beach,Cuisine,3.3,Benaulim Beach,Goa
33,F,1600,Beach,Cuisine,3.3,Benaulim Beach,Goa
29,M,1600,Beach,Cuisine,3.3,Benaulim Beach,Goa
31,M,1500,Beach,Cuisine,3.3,Benaulim Beach,Goa
26,F,1400,Beach,Cuisine,3.3,Benaulim Beach,Goa
30,F,1700,Beach,Water Sports,3.3,Butterfly Beach,Goa
30,M,1800,Beach,Water Sports,3.3,Butterfly Beach,Goa
29,M,1600,Beach,Water Sports,3.3,Butterfly Beach,Goa
29,F,1700,Beach,Water Sports,3.3,Butterfly Beach,Goa
30,M,1600,Beach,Water Sports,3.3,Butterfly Beach,Goa
34,F,2000,Beach,Cuisine,3.3,Colva Beach,Goa
35,M,2000,Beach,Cuisine,3.3,Colva Beach,Goa
34,F,2000,Beach,Cuisine,3.3,Colva Beach,Goa
35,F,1900,Beach,Cuisine,3.3,Colva Beach,Goa
34,F,1700,Beach,Cuisine,3.3,Colva Beach,Goa
34,F,2000,Beach,Cuisine,3.3,Colva Beach,Goa
34,F,1800,Beach,Cuisine,3.3,Colva Beach,Goa
29,M,1700,Beach,Cuisine,3.3,Morjim Beach,Goa
25,M,1700,Beach,Cuisine,3.3,Morjim Beach,Goa
29,F,1200,Beach,Adventure,3.3,Palolem Beach,Goa
30,F,1700,Beach,Cuisine,4.6,Varca Beach,Goa
31,M,1300,Beach,Adventure,3.2,Agonda Beach,Goa
32,F,1800,Beach,Cuisine,3.2,Agonda Beach,Goa
26,F,1300,Beach,Nightlife,3.2,Agonda Beach,Goa
26,F,1300,Beach,Shopping,3.2,Agonda Beach,Goa
27,F,1600,Beach,Relaxation,3.2,Agonda Beach,Goa
29,M,1600,Beach,Adventure,3.2,Agonda Beach,Goa
32,M,1600,Beach,Adventure,3.2,Agonda Beach,Goa
30,M,1500,Beach,Adventure,3.2,Agonda Beach,Goa
28,F,1400,Beach,Adventure,3.2,Agonda Beach,Goa
28,F,1400,Beach,Adventure,3.2,Agonda Beach,Goa
28,F,1300,Beach,Adventure,3.2,Agonda Beach,Goa
30,F,1400,Beach,Adventure,3.2,Agonda Beach,Goa
31,F,1300,Beach,Adventure,3.2,Agonda Beach,Goa
28,F,1400,Beach,Adventure,3.2,Agonda Beach,Goa
28,F,1300,Beach,Adventure,3.2,Agonda Beach,Goa
35,F,2000,Beach,Shopping,3.2,Agonda Beach,Goa
33,F,2000,Beach,Shopping,3.2,Agonda Beach,Goa
33,M,2000,Beach,Shopping,3.2,Agonda Beach,Goa
33,F,1900,Beach,Shopping,3.2,Agonda Beach,Goa
30,M,2000,Beach,Shopping,3.2,Agonda Beach,Goa
34,F,2000,Beach,Shopping,3.2,Agonda Beach,Goa
35,F,1900,Beach,Shopping,3.2,Agonda Beach,Goa
33,M,2000,Beach,Shopping,3.2,Agonda Beach,Goa
30,M,1900,Beach,Shopping,3.2,Agonda Beach,Goa
31,F,2100,Beach,Shopping,3.2,Agonda Beach,Goa
34,F,2000,Beach,Shopping,3.2,Agonda Beach,Goa
30,M,2000,Beach,Shopping,3.2,Agonda Beach,Goa
33,F,1400,Beach,Adventure,3.2,Anjuna Beach,Goa
29,F,1400,Beach,Adventure,3.2,Anjuna Beach,Goa
26,M,1400,Beach,Adventure,3.2,Anjuna Beach,Goa
26,M,1400,Beach,Adventure,3.2,Anjuna Beach,Goa
28,M,1400,Beach,Adventure,3.2,Anjuna Beach,Goa
28,M,1500,Beach,Adventure,3.2,Anjuna Beach,Goa
29,M,1500,Beach,Adventure,3.2,Anjuna Beach,Goa
29,M,1400,Beach,Adventure,3.2,Anjuna Beach,Goa
27,M,1500,Beach,Adventure,3.2,Anjuna Beach,Goa
27,F,1400,Beach,Adventure,3.2,Anjuna Beach,Goa
29,M,1500,Beach,Adventure,3.2,Anjuna Beach,Goa
27,M,1500,Beach,Adventure,3.2,Anjuna Beach,Goa
25,F,1300,Beach,Adventure,3.2,Arambol Beach,Goa
29,M,1300,Beach,Adventure,3.2,Arambol Beach,Goa
31,M,1200,Beach,Adventure,3.2,Arambol Beach,Goa
27,F,1200,Beach,Adventure,3.2,Arambol Beach,Goa
29,F,1000,Beach,Adventure,3.2,Arambol Beach,Goa
26,F,1400,Beach,Cuisine,3.2,Benaulim Beach,Goa
28,F,1600,Beach,Relaxation,3.2,Butterfly Beach,Goa
29,F,1700,Beach,Relaxation,3.2,Butterfly Beach,Goa
35,M,1600,Beach,Cuisine,3.2,Colva Beach,Goa
34,F,2000,Beach,Cuisine,3.2,Colva Beach,Goa
34,F,1600,Beach,Cuisine,3.2,Colva Beach,Goa
27,M,1500,Beach,Cuisine,3.2,Galgibaga Beach,Goa
28,F,2100,Beach,Shopping,3.2,Galgibaga Beach,Goa
28,F,2100,Beach,Cuisine,3.2,Galgibaga Beach,Goa
33,F,1600,Beach,Cuisine,3.2,Majorda Beach,Goa
29,M,1900,Beach,Nightlife,3.3,Majorda Beach,Goa
27,M,1900,Beach,Shopping,3.2,Miramar Beach,Goa
27,M,1900,Beach,Cuisine,3.2,Miramar Beach,Goa
31,M,1100,Beach,Adventure,3.6,Mobor Beach,Goa
31,M,1700,Beach,Cuisine,3.8,Mobor Beach,Goa
28,M,1000,Beach,Adventure,3.2,Morjim Beach,Goa
30,M,2000,Beach,Relaxation,3.2,Morjim Beach,Goa
24,F,1600,Beach,Nightlife,3.2,Morjim Beach,Goa
30,F,1900,Beach,Relaxation,3.5,Morjim Beach,Goa
25,F,1400,Beach,Cuisine,3.2,Palolem Beach,Goa
29,F,1800,Beach,Nightlife,3.9,Palolem Beach,Goa
26,F,1500,Beach,Cuisine,3.3,Palolem Beach,Goa
29,F,1300,Beach,Adventure,4.3,Vagator Beach,Goa
26,F,1400,Beach,Nightlife,3.2,Varca Beach,Goa
26,F,1400,Beach,Nightlife,3.2,Varca Beach,Goa
26,F,1400,Beach,Nightlife,3.2,Varca Beach,Goa
26,F,1600,Beach,Nightlife,3.4,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.3,Varca Beach,Goa
27,F,1400,Beach,Adventure,3.1,Agonda Beach,Goa
31,M,1900,Beach,Shopping,3.1,Agonda Beach,Goa
27,M,1600,Beach,Adventure,3.1,Agonda Beach,Goa
31,M,1600,Beach,Adventure,3.1,Agonda Beach,Goa
27,F,1300,Beach,Adventure,3.1,Agonda Beach,Goa
28,F,1600,Beach,Adventure,3.1,Agonda Beach,Goa
33,M,2000,Beach,Shopping,3.1,Agonda Beach,Goa
35,F,2000,Beach,Shopping,3.1,Agonda Beach,Goa
35,M,1900,Beach,Shopping,3.1,Agonda Beach,Goa
30,F,2000,Beach,Shopping,3.1,Agonda Beach,Goa
34,F,2000,Beach,Shopping,3.1,Agonda Beach,Goa
34,M,1900,Beach,Shopping,3.1,Agonda Beach,Goa
30,F,2100,Beach,Shopping,3.1,Agonda Beach,Goa
32,M,2000,Beach,Shopping,3.1,Agonda Beach,Goa
35,F,2000,Beach,Shopping,3.1,Agonda Beach,Goa
34,F,2100,Beach,Shopping,3.1,Agonda Beach,Goa
35,F,2000,Beach,Shopping,3.1,Agonda Beach,Goa
26,M,1500,Beach,Adventure,3.1,Anjuna Beach,Goa
27,M,1400,Beach,Adventure,3.1,Anjuna Beach,Goa
29,M,1500,Beach,Adventure,3.1,Anjuna Beach,Goa
28,F,1500,Beach,Adventure,3.1,Anjuna Beach,Goa
26,F,1500,Beach,Adventure,3.1,Anjuna Beach,Goa
29,M,1100,Beach,Adventure,3.1,Arambol Beach,Goa
30,M,1000,Beach,Adventure,3.1,Arambol Beach,Goa
32,M,1100,Beach,Adventure,3.1,Arambol Beach,Goa
31,F,1100,Beach,Adventure,3.1,Arambol Beach,Goa
27,F,1300,Beach,Adventure,3.1,Arambol Beach,Goa
26,F,1300,Beach,Adventure,3.1,Arambol Beach,Goa
30,F,1100,Beach,Adventure,3.1,Arambol Beach,Goa
28,M,1000,Beach,Adventure,3.1,Baga Beach,Goa
29,M,1600,Beach,Relaxation,3.1,Butterfly Beach,Goa
28,F,1600,Beach,Relaxation,3.1,Butterfly Beach,Goa
29,F,1600,Beach,Relaxation,3.1,Butterfly Beach,Goa
28,M,1600,Beach,Relaxation,3.1,Butterfly Beach,Goa
28,M,1700,Beach,Relaxation,3.1,Butterfly Beach,Goa
29,M,1600,Beach,Relaxation,3.1,Butterfly Beach,Goa
26,F,1200,Beach,Adventure,3.1,Candolim Beach,Goa
27,F,1400,Beach,Adventure,3.1,Galgibaga Beach,Goa
22,F,1600,Beach,Cuisine,3.1,Majorda Beach,Goa
28,F,1700,Beach,Cuisine,3.1,Miramar Beach,Goa
27,F,1600,Beach,Relaxation,3.0,Agonda Beach,Goa
26,F,1600,Beach,Shopping,3.0,Arambol Beach,Goa
26,F,1600,Beach,Cuisine,3.0,Arambol Beach,Goa
27,F,1000,Beach,Adventure,3.0,Arambol Beach,Goa
27,M,1200,Beach,Adventure,3.0,Arambol Beach,Goa
28,M,1000,Beach,Adventure,3.0,Arambol Beach,Goa
30,F,1300,Beach,Adventure,3.0,Arambol Beach,Goa
25,F,1200,Beach,Adventure,3.0,Arambol Beach,Goa
26,M,1000,Beach,Adventure,3.0,Arambol Beach,Goa
7,F,1200,Beach,Adventure,3.0,Baga Beach,Goa
31,M,1000,Beach,Adventure,3.0,Baga Beach,Goa
28,F,1600,Beach,Relaxation,3.0,Butterfly Beach,Goa
28,F,1700,Beach,Relaxation,3.0,Butterfly Beach,Goa
28,F,1600,Beach,Relaxation,3.0,Butterfly Beach,Goa
28,M,1600,Beach,Relaxation,3.0,Butterfly Beach,Goa
29,F,1600,Beach,Relaxation,3.0,Butterfly Beach,Goa
28,M,1700,Beach,Relaxation,3.0,Butterfly Beach,Goa
29,F,1700,Beach,Relaxation,3.0,Butterfly Beach,Goa
29,F,1700,Beach,Relaxation,3.0,Butterfly Beach,Goa
28,M,1700,Beach,Relaxation,3.0,Butterfly Beach,Goa
28,M,1600,Beach,Relaxation,3.0,Butterfly Beach,Goa
33,M,1600,Beach,Cuisine,3.1,Majorda Beach,Goa
26,M,1600,Beach,Adventure,3.7,Morjim Beach,Goa
28,M,1000,Beach,Adventure,2.9,Arambol Beach,Goa
28,M,1000,Beach,Adventure,2.9,Arambol Beach,Goa
25,M,1300,Beach,Adventure,2.9,Arambol Beach,Goa
28,F,1600,Beach,Relaxation,2.9,Butterfly Beach,Goa
28,F,1600,Beach,Relaxation,2.9,Butterfly Beach,Goa
29,M,1600,Beach,Relaxation,2.9,Butterfly Beach,Goa
29,M,1600,Beach,Relaxation,2.9,Butterfly Beach,Goa
30,M,1100,Beach,Adventure,2.9,Calangute Beach,Goa
30,M,1300,Beach,Adventure,2.9,Calangute Beach,Goa
31,F,1300,Beach,Adventure,2.9,Calangute Beach,Goa
30,M,1200,Beach,Adventure,2.9,Calangute Beach,Goa
31,M,1200,Beach,Adventure,2.9,Calangute Beach,Goa
29,F,1400,Beach,Adventure,2.9,Majorda Beach,Goa
30,F,1200,Beach,Adventure,2.9,Majorda Beach,Goa
27,F,1700,Beach,Adventure,2.9,Majorda Beach,Goa
30,F,1700,Beach,Adventure,2.9,Majorda Beach,Goa
31,M,1300,Beach,Adventure,2.8,Calangute Beach,Goa
29,M,1300,Beach,Adventure,2.8,Calangute Beach,Goa
31,F,1200,Beach,Adventure,2.8,Calangute Beach,Goa
29,M,1100,Beach,Adventure,2.8,Calangute Beach,Goa
30,F,1300,Beach,Adventure,2.8,Calangute Beach,Goa
29,M,1300,Beach,Adventure,2.8,Calangute Beach,Goa
31,M,1200,Beach,Adventure,2.8,Calangute Beach,Goa
29,M,1200,Beach,Adventure,2.8,Calangute Beach,Goa
29,M,1300,Beach,Adventure,2.8,Calangute Beach,Goa
31,M,1300,Beach,Adventure,2.8,Calangute Beach,Goa
29,F,1200,Beach,Adventure,2.8,Majorda Beach,Goa
23,M,1800,Beach,Relaxation,2.8,Majorda Beach,Goa
30,F,1900,Beach,Relaxation,2.8,Majorda Beach,Goa
31,F,1200,Beach,Adventure,3.5,Varca Beach,Goa
32,M,1200,Beach,Adventure,2.7,Benaulim Beach,Goa
32,M,1000,Beach,Adventure,2.7,Benaulim Beach,Goa
32,M,1100,Beach,Adventure,2.7,Benaulim Beach,Goa
32,F,1200,Beach,Adventure,2.7,Benaulim Beach,Goa
33,F,1000,Beach,Adventure,2.7,Benaulim Beach,Goa
32,M,1200,Beach,Adventure,2.7,Benaulim Beach,Goa
33,M,1100,Beach,Adventure,2.7,Benaulim Beach,Goa
33,M,1000,Beach,Adventure,2.7,Benaulim Beach,Goa
30,F,1300,Beach,Adventure,2.7,Calangute Beach,Goa
30,F,1100,Beach,Adventure,2.7,Calangute Beach,Goa
31,F,1100,Beach,Adventure,2.7,Calangute Beach,Goa
30,M,1300,Beach,Adventure,2.7,Calangute Beach,Goa
30,F,1100,Beach,Adventure,2.7,Calangute Beach,Goa
30,M,1100,Beach,Adventure,2.7,Calangute Beach,Goa
31,M,1100,Beach,Adventure,2.7,Calangute Beach,Goa
27,F,1200,Beach,Adventure,2.7,Colva Beach,Goa
28,F,1200,Beach,Adventure,2.7,Colva Beach,Goa
27,F,1200,Beach,Adventure,2.7,Colva Beach,Goa
27,M,1200,Beach,Adventure,2.7,Colva Beach,Goa
28,F,1200,Beach,Adventure,2.7,Colva Beach,Goa
27,F,1200,Beach,Adventure,2.7,Colva Beach,Goa
27,F,1200,Beach,Adventure,2.7,Colva Beach,Goa
27,F,1200,Beach,Adventure,2.7,Colva Beach,Goa
27,M,1200,Beach,Adventure,2.7,Colva Beach,Goa
27,M,1200,Beach,Adventure,2.7,Colva Beach,Goa
27,F,1200,Beach,Adventure,2.7,Colva Beach,Goa
32,F,1400,Beach,Adventure,2.7,Galgibaga Beach,Goa
22,M,1600,Beach,Relaxation,2.7,Majorda Beach,Goa
29,M,1000,Beach,Adventure,2.6,Arambol Beach,Goa
33,M,1300,Beach,Adventure,2.6,Benaulim Beach,Goa
33,M,1000,Beach,Adventure,2.6,Benaulim Beach,Goa
32,M,1200,Beach,Adventure,2.6,Benaulim Beach,Goa
32,F,1100,Beach,Adventure,2.6,Benaulim Beach,Goa
32,F,1300,Beach,Adventure,2.6,Benaulim Beach,Goa
33,M,1000,Beach,Adventure,2.6,Benaulim Beach,Goa
32,F,1300,Beach,Adventure,2.6,Benaulim Beach,Goa
33,F,1100,Beach,Adventure,2.6,Benaulim Beach,Goa
32,F,1100,Beach,Adventure,2.6,Benaulim Beach,Goa
33,F,1200,Beach,Adventure,2.6,Benaulim Beach,Goa
32,M,1200,Beach,Adventure,2.6,Benaulim Beach,Goa
32,F,1100,Beach,Adventure,2.6,Benaulim Beach,Goa
33,F,1000,Beach,Adventure,2.6,Benaulim Beach,Goa
33,F,1100,Beach,Adventure,2.6,Benaulim Beach,Goa
27,F,1200,Beach,Adventure,2.6,Colva Beach,Goa
27,F,1200,Beach,Adventure,2.6,Colva Beach,Goa
28,F,1200,Beach,Adventure,2.6,Colva Beach,Goa
27,F,1200,Beach,Adventure,2.6,Colva Beach,Goa
28,F,1200,Beach,Adventure,2.6,Colva Beach,Goa
27,F,1200,Beach,Adventure,2.6,Colva Beach,Goa
28,M,1200,Beach,Adventure,2.6,Colva Beach,Goa
27,F,1200,Beach,Adventure,2.6,Colva Beach,Goa
27,M,1200,Beach,Adventure,2.6,Colva Beach,Goa
27,M,1200,Beach,Adventure,2.6,Colva Beach,Goa
27,F,1200,Beach,Adventure,2.6,Colva Beach,Goa
29,F,1400,Beach,Adventure,2.6,Miramar Beach,Goa
33,M,1100,Beach,Adventure,2.5,Benaulim Beach,Goa
30,M,2000,Beach,Cuisine,2.5,Butterfly Beach,Goa
26,F,1200,Beach,Adventure,2.3,Miramar Beach,Goa
30,M,2100,Beach,Relaxation,4.6,Varca Beach,Goa
31,M,2000,Beach,Relaxation,4.7,Varca Beach,Goa
30,M,1600,Beach,Relaxation,4.6,Varca Beach,Goa
31,F,2200,Beach,Relaxation,4.5,Varca Beach,Goa
31,M,2000,Beach,Relaxation,4.5,Varca Beach,Goa
29,F,2100,Beach,Relaxation,4.7,Varca Beach,Goa
28,F,1800,Beach,Relaxation,4.5,Varca Beach,Goa
30,F,2100,Beach,Relaxation,4.5,Varca Beach,Goa
29,M,2200,Beach,Relaxation,4.6,Varca Beach,Goa
28,M,1800,Beach,Relaxation,4.7,Varca Beach,Goa
29,F,1800,Beach,Relaxation,4.7,Varca Beach,Goa
29,F,1700,Beach,Relaxation,4.6,Varca Beach,Goa
29,F,1900,Beach,Relaxation,4.6,Varca Beach,Goa
29,F,1800,Beach,Relaxation,4.7,Varca Beach,Goa
29,F,2200,Beach,Relaxation,4.6,Varca Beach,Goa
30,M,1800,Beach,Relaxation,4.5,Varca Beach,Goa
28,F,2200,Beach,Relaxation,4.6,Varca Beach,Goa
28,F,2200,Beach,Relaxation,4.6,Varca Beach,Goa
33,M,1000,Beach,Adventure,3.5,Varca Beach,Goa
35,F,1200,Beach,Adventure,3.7,Varca Beach,Goa
32,M,1000,Beach,Adventure,3.7,Varca Beach,Goa
34,F,1000,Beach,Adventure,3.6,Varca Beach,Goa
30,F,1100,Beach,Adventure,3.6,Varca Beach,Goa
35,F,1100,Beach,Adventure,3.7,Varca Beach,Goa
31,F,1100,Beach,Adventure,3.7,Varca Beach,Goa
34,M,1200,Beach,Adventure,3.6,Varca Beach,Goa
32,F,1000,Beach,Adventure,3.5,Varca Beach,Goa
31,M,1200,Beach,Adventure,3.6,Varca Beach,Goa
32,F,1000,Beach,Adventure,3.6,Varca Beach,Goa
30,M,1100,Beach,Adventure,3.6,Varca Beach,Goa
35,M,1300,Beach,Adventure,3.6,Varca Beach,Goa
32,M,1100,Beach,Adventure,3.7,Varca Beach,Goa
35,M,1000,Beach,Adventure,3.5,Varca Beach,Goa
32,F,1000,Beach,Adventure,3.7,Varca Beach,Goa
34,M,1100,Beach,Adventure,3.6,Varca Beach,Goa
32,M,1200,Beach,Adventure,3.5,Varca Beach,Goa
33,F,1700,Beach,Cuisine,4.7,Varca Beach,Goa
32,M,1900,Beach,Cuisine,4.5,Varca Beach,Goa
30,F,1800,Beach,Cuisine,4.7,Varca Beach,Goa
32,F,1700,Beach,Cuisine,4.5,Varca Beach,Goa
32,F,1800,Beach,Cuisine,4.4,Varca Beach,Goa
30,F,1800,Beach,Cuisine,4.4,Varca Beach,Goa
30,F,1700,Beach,Cuisine,4.5,Varca Beach,Goa
31,M,1800,Beach,Cuisine,4.5,Varca Beach,Goa
30,F,1900,Beach,Cuisine,4.6,Varca Beach,Goa
32,F,1800,Beach,Cuisine,4.5,Varca Beach,Goa
34,M,1700,Beach,Cuisine,4.5,Varca Beach,Goa
31,F,1900,Beach,Cuisine,4.6,Varca Beach,Goa
30,F,1900,Beach,Cuisine,4.4,Varca Beach,Goa
32,F,1700,Beach,Cuisine,4.6,Varca Beach,Goa
33,F,1700,Beach,Cuisine,4.4,Varca Beach,Goa
32,M,1800,Beach,Cuisine,4.5,Varca Beach,Goa
33,M,1800,Beach,Cuisine,4.5,Varca Beach,Goa
30,F,1700,Beach,Cuisine,4.4,Varca Beach,Goa
33,M,1700,Beach,Cuisine,4.5,Varca Beach,Goa
33,M,1700,Beach,Cuisine,4.4,Varca Beach,Goa
30,F,1700,Beach,Cuisine,4.7,Varca Beach,Goa
33,M,1800,Beach,Cuisine,4.7,Varca Beach,Goa
30,M,1700,Beach,Nightlife,3.4,Varca Beach,Goa
28,F,1800,Beach,Nightlife,3.3,Varca Beach,Goa
28,F,1700,Beach,Nightlife,3.3,Varca Beach,Goa
30,M,1900,Beach,Nightlife,3.2,Varca Beach,Goa
28,F,1900,Beach,Nightlife,3.5,Varca Beach,Goa
26,M,1700,Beach,Nightlife,3.4,Varca Beach,Goa
27,F,1700,Beach,Nightlife,3.3,Varca Beach,Goa
27,M,1400,Beach,Nightlife,3.4,Varca Beach,Goa
32,M,1600,Beach,Nightlife,3.5,Varca Beach,Goa
31,F,1500,Beach,Nightlife,3.5,Varca Beach,Goa
27,F,1800,Beach,Nightlife,3.3,Varca Beach,Goa
28,F,1700,Beach,Nightlife,3.3,Varca Beach,Goa
31,F,1700,Beach,Nightlife,3.4,Varca Beach,Goa
32,F,1600,Beach,Nightlife,3.3,Varca Beach,Goa
30,M,1700,Beach,Nightlife,3.5,Varca Beach,Goa
29,F,1400,Beach,Nightlife,3.5,Varca Beach,Goa
31,M,1800,Beach,Nightlife,3.3,Varca Beach,Goa
25,M,1400,Beach,Shopping,3.6,Varca Beach,Goa
29,F,1400,Beach,Shopping,3.5,Varca Beach,Goa
28,F,1500,Beach,Shopping,3.5,Varca Beach,Goa
26,F,1500,Beach,Shopping,3.5,Varca Beach,Goa
26,M,1500,Beach,Shopping,3.6,Varca Beach,Goa
27,F,1400,Beach,Shopping,3.6,Varca Beach,Goa
28,F,1500,Beach,Shopping,3.6,Varca Beach,Goa
27,M,1500,Beach,Shopping,3.6,Varca Beach,Goa
29,F,1500,Beach,Shopping,3.6,Varca Beach,Goa
30,M,1400,Beach,Shopping,3.6,Varca Beach,Goa
28,F,1500,Beach,Shopping,3.5,Varca Beach,Goa
25,M,1500,Beach,Shopping,3.6,Varca Beach,Goa
30,F,1400,Beach,Shopping,3.5,Varca Beach,Goa
29,F,1500,Beach,Shopping,3.6,Varca Beach,Goa
29,M,1400,Beach,Shopping,3.6,Varca Beach,Goa
29,F,1400,Beach,Shopping,3.5,Varca Beach,Goa
29,F,1500,Beach,Shopping,3.6,Varca Beach,Goa
25,M,1500,Beach,Shopping,3.6,Varca Beach,Goa
25,M,1400,Beach,Shopping,3.5,Varca Beach,Goa
28,F,1500,Beach,Shopping,3.5,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.3,Varca Beach,Goa
26,F,1400,Beach,Water Sports,3.3,Varca Beach,Goa
26,F,1400,Beach,Water Sports,3.2,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.3,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.4,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.4,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.4,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.2,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.3,Varca Beach,Goa
26,F,1400,Beach,Water Sports,3.4,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.4,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.2,Varca Beach,Goa
26,F,1400,Beach,Water Sports,3.4,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.2,Varca Beach,Goa
26,F,1400,Beach,Water Sports,3.3,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.3,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.4,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.2,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.2,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.3,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.4,Varca Beach,Goa
32,M,2200,Beach,Water Sports,4.7,Vagator Beach,Goa
31,M,2100,Beach,Water Sports,4.8,Vagator Beach,Goa
32,M,2200,Beach,Water Sports,4.8,Vagator Beach,Goa
31,F,2200,Beach,Water Sports,4.9,Vagator Beach,Goa
32,F,2200,Beach,Water Sports,4.9,Vagator Beach,Goa
32,M,2100,Beach,Water Sports,4.9,Vagator Beach,Goa
31,F,2200,Beach,Water Sports,4.9,Vagator Beach,Goa
31,F,2100,Beach,Water Sports,4.9,Vagator Beach,Goa
32,M,2100,Beach,Water Sports,4.8,Vagator Beach,Goa
31,M,2100,Beach,Water Sports,4.7,Vagator Beach,Goa
32,M,2200,Beach,Water Sports,5.0,Vagator Beach,Goa
32,F,2200,Beach,Water Sports,4.9,Vagator Beach,Goa
32,M,2200,Beach,Water Sports,4.8,Vagator Beach,Goa
31,M,2100,Beach,Water Sports,4.9,Vagator Beach,Goa
31,F,2100,Beach,Water Sports,4.8,Vagator Beach,Goa
32,M,2100,Beach,Water Sports,5.0,Vagator Beach,Goa
31,M,2100,Beach,Water Sports,4.8,Vagator Beach,Goa
32,M,2200,Beach,Water Sports,5.0,Vagator Beach,Goa
31,F,2100,Beach,Water Sports,4.9,Vagator Beach,Goa
31,M,2100,Beach,Water Sports,4.8,Vagator Beach,Goa
31,M,2200,Beach,Water Sports,4.8,Vagator Beach,Goa
32,F,2200,Beach,Water Sports,4.9,Vagator Beach,Goa
31,F,2200,Beach,Water Sports,4.9,Vagator Beach,Goa
31,M,2200,Beach,Water Sports,4.8,Vagator Beach,Goa
32,M,2100,Beach,Water Sports,4.9,Vagator Beach,Goa
31,F,2100,Beach,Water Sports,4.9,Vagator Beach,Goa
29,F,1600,Beach,Shopping,3.9,Vagator Beach,Goa
27,M,1600,Beach,Shopping,3.9,Vagator Beach,Goa
26,M,1600,Beach,Shopping,4.0,Vagator Beach,Goa
28,F,1800,Beach,Shopping,4.1,Vagator Beach,Goa
28,M,1700,Beach,Shopping,3.8,Vagator Beach,Goa
26,M,1600,Beach,Shopping,3.8,Vagator Beach,Goa
27,M,1600,Beach,Shopping,4.0,Vagator Beach,Goa
28,F,1800,Beach,Shopping,4.1,Vagator Beach,Goa
27,F,1800,Beach,Shopping,3.9,Vagator Beach,Goa
29,F,1700,Beach,Shopping,3.9,Vagator Beach,Goa
26,M,1600,Beach,Shopping,3.9,Vagator Beach,Goa
26,F,1700,Beach,Shopping,3.8,Vagator Beach,Goa
28,F,1700,Beach,Shopping,3.8,Vagator Beach,Goa
26,F,1800,Beach,Shopping,4.0,Vagator Beach,Goa
26,F,1600,Beach,Shopping,3.9,Vagator Beach,Goa
26,M,1600,Beach,Shopping,3.9,Vagator Beach,Goa
26,M,1800,Beach,Shopping,3.9,Vagator Beach,Goa
28,M,1600,Beach,Shopping,4.0,Vagator Beach,Goa
27,F,1800,Beach,Shopping,4.0,Vagator Beach,Goa
29,M,1600,Beach,Shopping,3.9,Vagator Beach,Goa
28,M,1700,Beach,Shopping,4.1,Vagator Beach,Goa
27,M,1700,Beach,Shopping,3.8,Vagator Beach,Goa
29,M,1800,Beach,Shopping,3.9,Vagator Beach,Goa
27,M,1600,Beach,Shopping,4.0,Vagator Beach,Goa
28,M,1700,Beach,Relaxation,4.3,Vagator Beach,Goa
28,M,1700,Beach,Relaxation,4.2,Vagator Beach,Goa
28,F,1700,Beach,Relaxation,4.3,Vagator Beach,Goa
28,M,1700,Beach,Relaxation,4.4,Vagator Beach,Goa
